-117.119811,33.116001,Stone Brewing Company,1999 Citricado Parkway,Escondido,CA,92029,760.471.4999,http://www.stonebrewing.com,11:00-23:00,N/A
-117.274361,32.840815,La Jolla Brewing Company,7536 Fay Avenue,La Jolla,CA,92037,858.246.6759.,http://www.LaJollaBeer.com,11:00-17:00,N/A
-117.270724,32.991545,Culture Brewing Company,111 S. Cedros Avenue,Solana Beach,CA,92075,858.345.1144,http://www.culturebrewingco.com ,12:00-21:00,N/A
-117.231234,32.832049,Karl Strauss Brewing Company,5985 Santa Fe Street,San Diego,CA,92109,858.273.2739,http://www.KarlStrauss.com,14:00-20:00,N/A
-117.130389,32.758973,Poor House Brewing Company,4494 30th Street,San Diego,CA,92116,619.592.9555,http://www.poorhousebrew.com/,14:00-20:00,N/A
-117.230486,32.912605,New English Brewing Company,11545 Sorrento Valley Road,San Diego,CA,92121,619.857.8023,http://www.NewEnglishBrewing.com,16:00-18:00,N/A
-117.137328,32.896608,Pacific Brewing Company,8680 Miralani Drive,San Diego,CA,92121,303.819.7086.,http://www.PacificBrewingCo.com,12:00-20:00,N/A
-117.163466,32.880482,Saint Archer Brewing Company,9550 Distribution Avenue,San Diego,CA,92121,858.225.2337.,http://www.saintarcherbrewery.com/,12:00-18:00,N/A
-117.171625,32.883619,Rough Draft Brewing Company,8830 Rehco Road Suite D,San Diego,CA,92126,858.453.7238,http://www.RoughDraftBrew.com,14:00-20:00,N/A
-117.144716,32.892453,AleSmith Brewing Company,9368 Cabot Drive,San Diego,CA,92126,858.549.9888,http://www.AleSmith.com,12:00-21:00,N/A
-117.120635,32.898772,Intergalactic Brewing Company,9835 Carroll Centre Road,San Diego,CA,92126,858.750.0601,http://www.intergalacticbrew.com/,15:00-17:00,N/A
-117.185497,32.742682,ACOUSTIC ALES BREWING EXPERIMENT,1795 Hancock St,San Diego,CA,92110,619.299.2537,http://www.acousticales.com,15:00-21:00,N/A
-117.263367,32.78845,AMPLIFIED ALE WORKS,4150 Mission Blvd,San Diego,CA,92109,858.270.5222,http://www.amplifiedales.com,11:00-23:00,N/A
-117.280233,33.13671,ARCANA BREWING COMPANY,5621 Palmer Way,Carlsbad,CA,92010,909.529.2337,http://www.arcanabrewing.com,15:00-19:00,N/A
-117.120301,32.763498,AUTOMATIC BREWING CO.,3416 Adams Ave,San Diego,CA,92116,619.255.2491,http://automaticbrewingco.blogspot.com,11:00-23:00,N/A
-117.236609,33.1467,Aztec Brewing Company,2330 La Mirada Dr,Vista,CA,92081,800.706.6324,http://www.aztecbrewery.com/home.html,13:00-19:00,N/A
-117.1093,32.681779,BACK STREET BREWERY,15 Main St,Vista,CA,92083,760.407.7600,http://www.lamppostpizza.com/backstreet/,12:00-18:00,N/A
-117.229271,33.147867,BARREL HARBOR BREWING COMAPNY,2575 Pioneer Ave,Vista,CA,92081,760.734.3949,http://barrelharborbrewing.com,15:00-22:00,N/A
-117.228557,33.145038,BELCHING BEAVER BREWERY,980 Park Center Dr,Vista,CA,92081,760.599.5832,http://belchinbeaver.com,15:00-10:00,N/A
-117.110964,32.785239,BENCHMARK BREWING,6190 Fairmont Ave,San Diego,CA,92120,619.795.2911,http://www.benchmarkbrewing.com,15:00-20:00,N/A
-116.968635,32.843128,BNS BREWING & DISTILLING CO,10960 Wheatlands Ave,Santee,CA,92071,619.956.0952,http://www.bnsbrewinganddistilling.com,12:00-18:00,N/A
-117.303429,33.068165,BREAKWATER BREWING CO.,101 N Coast Hwy,Oceanside,CA,92054,760.433.6064,http://breakwaterbrewing.com,12:00-18:00,N/A
-116.979629,32.832084,BUTCHER'S BREWING,9962 Prospect Ave,Santee,CA,92071,619.334.2222,http://www.butchersbrewing.com,14:00-20:00,N/A
-116.889151,33.027796,CHUCKALEK INDEPENDENT BREWERS,2330 Main St,Ramona,CA,92065,513.465.9768,http://www.chuckalek.com,15:00-21:00,N/A
-117.173203,32.697771,CORONADO BREWING COMPANY,170 Orange Ave,Coronado,CA,92118,619.437.4452,http://coronadobrewingcompany.com,11:00-21:00,N/A
-117.154365,32.834741,COUNCIL BREWING COMPANY,7705 Convoy Ct,San Diego,CA,92111,858.256.0038,http://councilbrew.com,14:00-21:00,N/A
-117.251516,33.3827,FALLBROOK BREWING COMPANY,136 N Main Ave,Fallbrook,CA,92028,858.342.1851,http://fallbrookbrewing.com,12:00-21:00,N/A
-117.164608,32.763499,GORDON BIERSCH,5010 Mission Center Rd,San Diego,CA,92108,619.688.1120,http://www.gordonbiersch.com,11:00-00:00,N/A
-117.099787,32.788995,GROUNDSWELL BREWING CO,6304 Riverdale St,San Diego,CA,92120,619.795.2337,http://groundswellbrew.com,11:00-00:00,N/A
-117.139017,32.837289,HELM'S BREWING CO.,5640 Kearny Mesa Rd,San Diego,CA,92111,858.384.2772,http://www.helmsbrewingco.com,12:00-18:00,N/A
-117.149911,32.749106,HILLCREST BREWING CO.,1458 University Ave,San Diego,CA,92103,619.269.4323,http://hillcrestbrewingcompany.com,16:00-00:00,N/A
-117.238714,33.145468,IRON FIST BREWING CO.,1305 Hot Spring Way,San Diego,CA,92081,.619.450.6165,http://ironfistbrewing.com,12:00-17:00,N/A
-117.224486,33.136284,LATITUDE 33 BREWING CO.,1430 Vantage Ct,Vista,CA,92081,760.913.7333,http://www.lat33brew.com,11:00-23:00,N/A
-117.35077,33.21539,LEGACY BREWING CO.,363 Airport Rd,Oceanside,CA,92058,760.705.3221,http://legacybrewingco.com,11:00-17:00,N/A
-117.043441,32.93552,LIGHTNING BREWERY,13200 Kirkham Way,Poway,CA,92064,858.513.8070,http://www.lightningbrewery.com,12:00-21:00,N/A
-117.140266,32.838011,MAGNETIC BREWING,5595 Magnatron Blvd,San Diego,CA,92111,858.222.1668,http://magneticbrewing.com,14:00-20:00,N/A
-117.128457,32.747694,MIKE HESS BREWING CO,3812 Grim Ave,San Diego,CA,92126,619.255.7136,http://www.mikehessbrewing.com,14:00-20:00,N/A
-117.151592,32.707148,MISSION BREWERY,1441 L St,San Diego,CA,92101,619.544.0555,http://missionbrewery.com,16:00-18:00,N/A
-117.206219,32.754247,MODERN TIMES BEER,3725 Greenwood St,San Diego,CA,92110,619.546.9694,http://moderntimesbeer.com,12:00-20:00,N/A
-117.149246,32.713861,MONKEY PAW PUB & BREWERY,805 16th St,San Diego,CA,92101,619.358.9901,http://monkeypawbrewing.com,12:00-18:00,N/A
-116.590598,33.076472,NICKEL BEER COMPANY,1485 Hollow Glen Rd,Julian,CA,92036,760.765.2337,http://nickelbeerco.com,14:00-20:00,N/A
-117.274904,33.209756,OCEANSIDE ALE WORKS,1800 Ord Way,Oceanside,CA,92056,760.721.4253,http://www.oceansidealeworks.net,12:00-21:00,N/A
-117.11718,33.10858,OFFBEAT BREWING COMPANY,1223 Pacific Oaks Pl,Escondido,CA,92029,760.294.4045,http://www.offbeatbrewing.com,15:00-17:00,N/A
-117.129473,32.779939,OGGI'S,2245 Fenton Pkwy,San Diego,CA,92108,858.592.7883,http://oggis.com/,15:00-21:00,N/A
-117.25531,32.794227,PACIFIC BEACH ALEHOUSE,721 Grand Ave,San Diego,CA,92109,858.581.2337,http://www.pbalehouse.com,11:00-23:00,N/A
-117.272216,32.992923,PIZZA PORT,135 N Highway 101,San Diego,CA,92075,858.481.7332,http://www.pizzaport.com,15:00-19:00,N/A
-117.08016,33.121908,PLAN 9 ALEHOUSE,155 E Grand Ave,Escondido,CA,92025,760.489.8817,http://www.plan9alehouse.com,11:00-23:00,N/A
-117.23425,32.871366,ROCK BOTTOM,8980 Villa La Jolla Dr,La Jolla,CA,92037,858.450.9277,http://www.rockbottom.com,13:00-19:00,N/A
-117.098905,32.792342,SAN DIEGO BREWING CO.,10450 Friars Rd,San Diego,CA,92120,619.284.2739,http://www.sandiegobrewing.com,15:00-18:00,N/A
-117.190852,33.134531,SAN MARCOS BREWERY & GRILL,1080 W San Marcos Blvd,San Marcos,CA,92078,760.471.0050,http://sanmarcosbrewery.com,11:00-23:00,N/A
-117.146373,32.833858,SOCIETE BREWING COMPANY,8262 Clairmont Mesa Blvd,San Diego,CA,92111,858.598.5415,http://societebrewing.com,15:00-22:00,N/A
-117.219315,33.104942,STUMBLEFOOT BREWING CO.,1784 La Costa Meadows Dr,San Marcos,CA,92078,760.208.1012,http://www.stumblefoot.com,15:00-10:00,N/A
-117.125516,32.739475,THORN ST. BREWERY,3176 Thorn St,San Diego,CA,92104,619.888.0249,http://thornstreetbrew.com,15:00-20:00,N/A
-116.987252,32.832113,TWISTED MANZANITA ALES & SPIRITS,0151 Prospect Ave,Santee,CA,92071,619.334.1757,http://www.twistedmanzanita.com,12:00-18:00,N/A
-116.96245,32.794942,URBN ST BREWING COMPANY,10 N Magnolia Ave,El Cajon,CA,92020,619.328.6890,http://www.urbnstbrewing.com,12:00-18:00,N/A
-117.021422,33.230865,VALLEY CENTER BREWERY,28477 Lizard Rocks Rd,Valley Center,CA,92082,760.913.0102,http://www.valleycenterbrewery.com,14:00-20:00,N/A
-117.085796,33.040089,WET N RECKLESS BREWING,10054 Matinal Cir,San Diego,CA,92121,858.480.9381,http://wetnreckless.com,15:00-21:00,N/A
